#Table26: Line statistics of the evaluated, isolated lines in Feige110
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1, 
#W_lambda_syn/milliAngstrom, W_lambda_obs/milliAngstrom, W_lambda_obs/W_lambda_syn
#
1285.92,Fe,V,-0.89,212818.10,290583.70,30.64,34.73,1.13
1286.81,Ni,V,-1.22,243370.50,321081.90,11.41,35.10,3.08
1288.52,Ni,V,-0.35,242290.40,319899.10,27.99,40.28,1.44
1289.16,Co,V,-0.38,248698.20,326267.90,21.17,8.01,0.38
1294.02,Co,V,0.29,249006.80,326285.10,42.04,41.95,1.00
1295.30,Ni,V,-0.08,212095.80,289298.00,44.79,48.40,1.08
1297.17,Co,V,-0.40,238164.60,315255.40,27.99,43.06,1.54
1298.18,Ni,IV,-1.71,145962.50,222993.30,5.90,3.96,0.67
1300.03,Cr,IV,-0.72,251017.30,174096.20,19.45,11.06,0.57
1300.23,Ni,V,-1.47,212253.40,289163.00,14.25,31.09,2.18
1301.89,Cr,IV,-0.89,237798.20,160986.50,22.51,20.60,0.92
1303.75,Co,V,-0.11,238390.30,315092.20,33.43,29.05,0.87
1304.52,Cr,IV,0.57,250752.70,174096.20,46.81,57.74,1.23
1312.15,Co,V,0.16,289449.20,365660.10,25.00,33.19,1.33
1312.26,Co,V,0.46,283592.10,359796.70,28.88,16.81,0.58
1315.48,Cr,IV,-1.10,247099.10,171081.30,10.63,19.80,1.86
1320.41,Fe,V,0.28,216779.10,292513.20,59.10,71.68,1.21
1320.89,Ni,V,-0.66,212253.40,287960.00,33.01,22.03,0.67
1321.49,Fe,V,-0.05,209523.90,285196.10,50.83,45.62,0.90
1322.74,Co,V,-0.39,242340.30,317941.00,24.88,15.74,0.63
1324.74,Ni,V,-0.53,221087.60,296574.00,33.19,42.19,1.27
1326.03,Co,V,0.02,244821.20,320234.50,32.49,18.40,0.57
1326.15,Ni,IV,-1.20,139886.70,215292.90,17.40,7.80,0.45
1328.85,Fe,IV,-1.12,167712.50,242965.62,16.48,13.75,0.83
1332.10,Ni,IV,-1.62,147635.90,222705.50,7.10,10.57,1.49
1335.76,Fe,V,-0.68,214525.80,289389.70,33.90,25.86,0.76
1340.89,Ni,IV,-1.70,140140.90,214718.10,9.88,21.29,2.15
1342.44,Co,V,0.53,236158.00,310649.40,45.52,41.89,0.92
1342.61,Ni,IV,-1.73,140140.90,214622.80,8.61,17.38,2.02
1344.69,Ni,V,-1.23,240959.60,315326.20,12.50,20.72,1.66
1345.00,Ni,V,-0.73,279199.50,353548.70,11.97,12.51,1.05
1346.09,Ni,IV,-0.35,112151.90,186441.40,45.89,61.22,1.33
1346.63,Cr,IV,-1.34,233708.50,159449.20,11.32,3.28,0.29
1346.82,Co,IV,-1.51,90554.40,164803.20,17.78,26.60,1.50
1348.84,Fe,V,-0.76,234027.40,308165.00,29.25,34.87,1.19
1349.15,Ni,IV,-0.86,139619.20,213739.70,26.25,25.55,0.97
1352.06,Co,V,0.05,206962.20,280923.50,52.04,55.08,1.06
1352.76,Co,V,0.00,276608.80,350532.00,21.61,32.30,1.49
1353.24,Co,V,-0.62,249179.70,323076.20,17.74,22.33,1.26
1354.04,Ni,V,-1.36,247165.00,321018.30,8.72,3.04,0.35
1355.83,Fe,V,-1.86,216652.10,290407.70,13.83,17.20,1.24
1364.17,Co,V,0.12,241985.30,315289.80,37.06,28.55,0.77
1367.40,Cr,IV,0.22,238561.30,165430.00,52.94,59.46,1.12
1368.01,Cr,IV,-0.84,234085.20,160986.50,23.90,19.74,0.83
1368.68,Cr,IV,-1.25,251093.10,178030.00,7.23,8.42,1.16
1370.05,Ni,IV,-1.12,140140.90,213131.10,21.72,34.46,1.59
1370.30,Fe,V,-0.84,217122.50,290099.10,30.12,24.24,0.80
1370.94,Fe,V,-0.47,186433.60,259376.10,49.73,45.54,0.92
1372.65,Fe,V,-0.99,216538.10,289389.70,31.07,18.59,0.60
1375.21,Co,V,-0.06,206476.00,279192.40,45.54,42.22,0.93
1375.79,Fe,V,-0.74,216860.40,289545.90,32.33,37.67,1.17
1381.31,Ni,IV,-0.34,139886.70,212281.80,39.79,34.78,0.87
1382.27,Fe,V,-1.39,233848.90,306193.90,14.62,32.32,2.21
1384.06,Fe,V,-0.59,214611.40,286862.70,38.82,27.95,0.72
1385.54,Fe,IV,-1.81,155744.87,227919.05,8.95,4.59,0.51
1385.87,Ni,V,-0.46,233839.20,305996.30,28.63,25.68,0.90
1387.94,Fe,V,0.66,217122.50,289171.90,70.38,58.84,0.84
1388.70,Ni,IV,-1.06,140140.90,212150.90,20.50,25.24,1.23
1389.44,Ni,V,-0.65,216189.90,288161.60,30.07,19.63,0.65
1389.64,Cr,IV,-0.24,255836.90,183875.60,36.96,29.51,0.80
1390.28,Cr,IV,-1.03,255803.60,183875.60,11.02,8.06,0.73
1391.55,Cr,IV,-0.65,233618.40,161756.30,29.90,25.37,0.85
1392.94,Fe,V,-1.46,204975.40,276765.90,22.59,21.48,0.95
1395.44,Fe,V,-0.85,214525.80,286187.70,31.45,21.53,0.68
1395.55,Co,IV,-0.74,132828.70,204485.30,14.34,13.87,0.97
1395.73,Ni,IV,-0.87,153349.40,224996.50,19.00,13.45,0.71
1395.85,Co,V,-0.27,238390.30,310031.10,35.52,15.97,0.45
1395.98,Ni,IV,-0.58,110410.60,182044.90,42.74,38.52,0.90
1396.89,Ni,IV,-0.66,153349.40,224936.90,24.58,17.47,0.71
1397.75,Fe,V,-0.94,214611.40,286154.90,29.04,22.01,0.76
1399.05,Mn,V,-0.47,194011.40,265488.40,45.18,21.77,0.48
1400.68,Ni,IV,0.55,155308.70,226702.50,56.66,44.47,0.78
1400.89,Co,V,-0.94,244485.40,315868.70,13.31,14.23,1.07
1403.37,Fe,V,-0.34,209110.10,280367.20,44.09,55.93,1.27
1405.36,Fe,V,-0.99,213534.10,284690.30,28.91,20.43,0.71
1407.44,Ni,IV,0.29,185967.00,257018.00,31.81,33.81,1.06
1409.03,Fe,V,0.08,187157.50,258128.50,66.67,53.89,0.81
1410.36,Ni,IV,-1.48,140343.00,211246.80,11.32,9.63,0.85
1411.45,Ni,IV,0.45,111195.80,182044.90,64.43,61.31,0.95
1413.42,Co,V,0.55,236746.00,307496.40,51.04,46.78,0.92
1414.60,Ni,IV,0.31,144815.10,215506.60,49.60,55.28,1.11
1416.22,Fe,V,0.19,220621.00,291231.40,54.78,49.08,0.90
1417.28,Ni,IV,-0.33,139619.20,210177.00,37.33,45.24,1.21
1419.13,Ni,IV,0.16,138446.20,208912.10,48.94,63.45,1.30
1419.98,Co,V,0.45,236431.20,306854.60,47.95,62.15,1.30
1422.61,Ni,IV,0.19,190932.80,261226.30,25.61,49.44,1.93
1422.77,Co,IV,-1.07,136362.90,206648.30,19.66,28.15,1.43
1423.89,Co,IV,-0.40,132828.70,203059.00,22.74,29.70,1.31
1424.44,Fe,V,-2.10,216652.10,286855.30,7.90,20.93,2.65
1424.79,Mn,V,0.02,195302.70,265488.40,58.88,51.26,0.87
1425.09,Fe,V,-0.80,204975.40,275146.60,38.71,32.60,0.84
1425.48,Fe,IV,-0.27,159342.88,229494.74,41.27,56.87,1.38
1426.05,Fe,IV,-0.57,158738.69,228862.61,35.56,25.20,0.71
1426.83,Co,V,0.25,235961.10,306046.40,44.98,74.93,1.67
1429.76,Co,V,-0.67,236431.20,306372.80,24.24,20.49,0.85
1430.19,Ni,IV,0.16,120909.50,190830.30,55.70,55.79,1.00
1431.43,Fe,IV,-0.24,154185.85,224045.96,48.52,45.09,0.93
1432.45,Ni,IV,-0.13,121807.70,191618.20,44.03,43.12,0.98
1432.84,Mn,V,-0.02,200176.90,269968.30,62.37,50.23,0.81
1433.51,Ni,V,-1.57,240193.80,309952.50,7.08,11.38,1.61
1435.80,Ni,IV,-0.52,122386.10,192033.50,37.41,57.05,1.52
1437.16,Ni,IV,-0.05,148358.20,217939.70,42.34,33.72,0.80
1440.31,Mn,V,-0.53,195302.70,264732.40,50.25,41.08,0.82
1440.79,Fe,V,-0.24,204729.90,274136.10,50.09,53.58,1.07
1441.49,Co,IV,-1.27,129195.20,198567.80,6.54,3.27,0.50
1443.31,Mn,V,0.17,200670.10,269955.40,58.43,54.19,0.93
1444.78,Mn,V,-0.53,176946.30,246161.20,48.28,42.56,0.88
1444.91,Ni,IV,0.34,145702.20,214910.50,54.41,50.87,0.93
1445.69,Fe,V,-0.43,258434.10,327605.40,27.54,30.40,1.10
1446.94,Ni,IV,-0.66,141832.00,210943.60,31.36,26.94,0.86
1447.21,Ni,IV,-0.89,146194.30,215292.90,21.18,20.02,0.95
1448.13,Mn,V,-0.09,193781.60,262836.10,56.75,56.03,0.99
1448.49,Fe,V,0.16,213534.10,282571.60,55.16,45.85,0.83
1449.19,Ni,IV,-0.67,142023.50,211027.60,29.37,22.36,0.76
1450.62,Fe,V,-1.62,216538.10,285474.00,14.11,10.34,0.73
1453.09,Fe,IV,-0.36,154731.29,223550.14,47.72,39.10,0.82
1454.24,Fe,V,-0.24,258769.50,327533.80,31.41,19.07,0.61
1454.36,Ni,IV,-0.33,141832.00,210590.60,42.28,32.61,0.77
1455.90,Ni,IV,-0.13,171408.00,240094.20,28.76,18.47,0.64
1456.16,Fe,V,0.18,186725.50,255399.20,75.04,50.15,0.67
1456.29,Fe,V,-0.15,204975.40,273643.10,59.17,45.09,0.76
1456.52,Ni,IV,-0.02,146061.50,214718.10,44.45,36.75,0.83
1456.75,Fe,IV,-0.83,156224.88,224870.85,31.52,27.96,0.89
1460.07,Co,V,-0.87,244821.20,313311.00,14.06,35.19,2.50
1462.01,Ni,IV,0.01,145702.20,214101.00,55.50,49.72,0.90
1463.06,Fe,V,-1.63,234027.40,302377.10,11.94,10.24,0.86
1463.67,Ni,IV,0.11,151574.70,219896.00,50.67,49.84,0.98
1464.87,Fe,V,0.07,234027.40,302292.70,55.02,45.12,0.82
1465.01,Fe,V,-0.91,216652.10,284911.20,37.33,47.68,1.28
1465.86,Cr,V,-0.03,171698.10,239917.50,75.35,73.52,0.98
1469.73,Ni,IV,-0.52,146061.50,214101.00,35.54,44.70,1.26
1470.06,Co,V,-0.12,243455.20,311479.60,31.51,15.95,0.51
1471.89,Ni,IV,-0.38,179792.00,247731.70,18.70,17.70,0.95
1472.80,Fe,V,-0.61,214525.80,282423.50,37.99,31.96,0.84
1474.28,Fe,V,-0.75,216860.40,284690.30,32.15,25.25,0.79
1475.61,Fe,V,-0.19,209523.90,277292.70,50.28,42.88,0.85
1475.97,Mn,V,-0.24,178572.50,246324.70,56.99,59.37,1.04
1476.82,Ni,IV,0.31,141220.30,208933.60,51.01,53.58,1.05
1476.97,Ni,IV,-0.62,145702.20,213408.60,32.49,32.45,1.00
1477.28,Ni,IV,-0.74,141220.30,208912.10,28.27,21.52,0.76
1479.21,Ni,IV,0.08,171406.00,239009.70,32.46,46.15,1.42
1480.49,Ni,IV,-0.49,146194.30,213739.70,32.52,30.23,0.93
1481.41,Ni,IV,-0.24,140343.00,207846.20,40.19,36.56,0.91
1486.04,Fe,IV,-0.38,160311.64,227604.73,40.67,32.97,0.81
1486.20,Ni,IV,0.18,151574.70,218860.60,44.48,35.04,0.79
1487.88,Ni,IV,-0.02,152343.70,219553.40,43.98,45.43,1.03
1488.15,Co,IV,-0.29,136362.90,203560.60,24.97,37.54,1.50
1489.71,Cr,V,-0.17,167491.00,234618.40,71.48,84.96,1.19
1491.51,Co,IV,-0.90,154012.20,221058.40,5.43,7.88,1.45
1492.65,Ni,IV,-0.08,140140.90,207136.00,43.87,46.02,1.05
1494.47,Fe,IV,-1.20,154325.96,221239.21,23.42,24.89,1.06
1495.98,Fe,IV,-1.74,154474.85,221320.54,10.50,16.45,1.57
1497.12,Mn,V,-0.26,194011.40,260806.20,58.16,51.31,0.88
1497.49,Fe,IV,-0.49,154325.96,221104.17,43.43,33.07,0.76
1497.60,Ni,IV,-0.25,141832.00,208605.70,40.42,37.24,0.92
1500.41,Fe,IV,-0.64,154512.67,221161.02,40.59,31.09,0.77
1501.04,Co,IV,0.18,152113.30,218733.80,26.78,28.20,1.05
1501.18,Co,IV,-0.01,150970.90,217585.40,29.99,28.40,0.95
1501.33,Co,IV,0.41,152126.20,218733.80,39.36,44.93,1.14
1502.19,Co,IV,0.46,90554.40,157123.70,67.64,92.75,1.37
1502.33,Mn,V,0.37,178572.50,245135.60,82.08,96.05,1.17
1503.37,Mn,V,-0.37,194288.80,260806.20,50.81,55.85,1.10
1505.46,Co,IV,0.41,129134.00,195558.90,49.12,68.48,1.39
1506.16,Co,V,-0.93,248698.20,315092.20,10.70,11.22,1.05
1506.53,Co,IV,-0.62,129228.70,195606.50,18.31,26.16,1.43
1508.42,Co,IV,-0.06,160351.40,226646.10,28.33,19.60,0.69
1509.10,Ni,IV,0.14,148358.20,214622.80,45.50,46.29,1.02
1510.11,Ni,IV,-0.57,146061.50,212281.80,29.46,31.08,1.05
1510.38,Co,IV,0.61,188138.40,254347.10,30.24,39.57,1.31
1510.57,Ni,IV,-0.73,140140.90,206340.90,33.33,19.45,0.58
1513.30,Fe,IV,-1.41,165392.58,231473.32,12.11,23.73,1.96
1518.18,Co,IV,-0.02,157513.10,223381.40,41.93,32.93,0.79
1520.16,V,IV,0.22,217350.00,151567.30,16.03,13.35,0.83
1521.78,Co,IV,-0.10,163870.60,229583.30,28.37,13.47,0.47
1523.57,Co,IV,-0.08,163752.90,229388.20,32.34,12.42,0.38
1527.79,Ni,IV,0.60,155308.70,220762.60,58.28,78.37,1.34
1528.94,Fe,IV,-1.29,154185.85,219590.84,20.63,13.38,0.65
1529.09,Ni,IV,-0.63,145192.10,210590.60,28.74,21.32,0.74
1530.26,Fe,IV,0.12,159227.90,224576.43,52.61,60.11,1.14
1531.47,Fe,IV,-0.90,156049.32,221346.06,33.45,22.96,0.69
1532.49,Fe,IV,-0.04,177005.97,242259.25,39.78,37.27,0.94
1534.43,Fe,IV,-1.69,162087.81,227258.80,9.51,14.66,1.54
1535.28,Co,IV,0.67,158846.70,223981.30,45.31,56.34,1.24
1536.58,Fe,IV,-0.30,128191.54,193271.27,45.08,56.61,1.26
1536.84,Ni,IV,-0.27,141577.20,206645.70,45.68,42.22,0.92
1538.29,Fe,IV,-0.41,128541.85,193549.25,42.87,59.27,1.38
1539.20,Fe,IV,-0.29,201212.22,266181.09,21.30,30.47,1.43
1539.75,Cr,IV,-0.14,252464.80,187519.00,26.31,38.78,1.47
1540.56,Co,IV,0.34,136612.50,201524.10,39.59,48.98,1.24
1540.73,Fe,IV,-0.81,155744.87,220649.22,32.68,34.54,1.06
1541.01,Mn,V,-0.18,177874.20,242766.90,58.45,47.92,0.82
1542.45,Co,V,-0.74,217171.00,282002.80,28.55,12.98,0.45
1542.88,Ni,IV,-0.24,141832.00,206645.70,42.67,37.70,0.88
1543.24,Fe,V,-0.31,195196.30,259995.20,59.10,48.64,0.82
1544.49,Fe,IV,0.48,168526.37,233272.84,55.01,49.53,0.90
1544.63,Fe,IV,-0.79,158738.69,223478.96,31.54,24.44,0.77
1544.75,Fe,IV,-0.87,159010.39,223745.82,29.29,18.79,0.64
1544.87,Co,IV,-0.18,163717.90,228448.10,25.64,18.87,0.74
1545.65,Co,IV,-0.67,153265.30,217963.00,12.65,13.89,1.10
1545.95,Fe,IV,-1.99,154185.85,218871.21,7.15,2.74,0.38
1546.23,Ni,IV,0.05,111195.80,175869.10,68.83,64.92,0.94
1546.40,Fe,IV,-0.23,127929.12,192595.28,46.66,59.09,1.27
1546.55,Fe,IV,-1.22,158738.69,223398.62,22.47,26.26,1.17
1547.78,Fe,IV,-1.97,156049.32,220658.04,6.36,9.87,1.55
1548.68,Ni,IV,-0.36,122386.10,186957.20,40.72,48.93,1.20
1549.78,Fe,IV,-1.56,156123.77,220649.22,15.02,18.40,1.23
1552.21,Fe,IV,-0.36,156224.88,220649.22,44.49,58.34,1.31
1553.43,Ni,IV,-0.52,111195.80,175569.50,46.72,66.27,1.42
1554.80,Ni,IV,-0.12,144815.10,209131.90,47.19,45.97,0.97
1555.95,Fe,IV,-0.59,138338.83,202608.33,37.36,38.06,1.02
1556.06,Fe,IV,-0.57,160311.64,224576.43,38.99,28.71,0.74
1556.67,Ni,IV,-0.65,122717.40,186957.20,32.87,30.35,0.92
1558.67,Fe,IV,0.05,201212.22,265369.48,30.49,40.97,1.34
1559.33,Ni,IV,-0.60,122386.10,186516.10,34.96,34.58,0.99
1559.92,Ni,IV,-0.33,111763.30,175869.10,51.11,46.35,0.91
1560.71,Fe,IV,-0.48,156123.77,220197.25,39.96,41.65,1.04
1562.75,Fe,IV,0.03,138338.83,202328.53,45.78,56.82,1.24
1563.94,Fe,V,-0.99,212818.10,276759.20,27.93,13.38,0.48
1568.72,Fe,IV,-0.31,138338.83,202085.22,40.86,45.49,1.11
1568.85,Mn,V,-0.14,195302.70,259043.80,55.49,45.82,0.83
1569.61,Co,IV,-0.14,159482.30,223192.40,30.06,21.70,0.72
1570.42,Fe,IV,0.27,167795.92,231473.32,53.29,51.16,0.96
1571.24,Fe,IV,0.16,154731.29,218375.12,57.03,58.36,1.02
1571.92,Co,IV,0.36,148105.50,211722.00,34.75,20.36,0.59
1572.76,Co,IV,-1.08,136611.20,200193.80,7.08,9.45,1.33
1572.90,Fe,IV,-0.85,156123.77,219700.53,38.53,29.04,0.75
1573.59,Fe,IV,-0.40,154474.85,218023.81,45.78,50.18,1.10
1573.77,Fe,IV,-0.96,156049.32,219590.84,28.78,21.14,0.73
1573.92,Co,IV,0.15,153524.90,217060.70,29.84,31.18,1.04
1574.04,Co,IV,0.16,159851.50,223382.30,36.74,46.92,1.28
1575.41,Fe,IV,-0.09,156224.88,219700.53,49.93,42.33,0.85
1576.22,Fe,V,-1.21,195933.00,259376.10,29.09,25.39,0.87
1578.02,Fe,IV,-1.21,154474.85,217845.29,23.79,35.63,1.50
1578.61,Fe,IV,-0.74,155744.87,219091.67,34.77,32.99,0.95
1578.74,Fe,IV,0.14,165720.94,229062.58,54.76,50.26,0.92
1579.03,Ni,IV,-1.21,146061.50,209391.40,15.60,20.25,1.30
1579.24,Fe,IV,-0.82,156012.29,219333.90,32.87,27.34,0.83
1579.38,Fe,IV,-0.69,165720.94,229037.02,34.45,63.72,1.85
1580.24,Fe,IV,-0.72,158738.69,222020.09,36.16,23.18,0.64
1580.90,Fe,IV,-1.37,127766.15,191021.18,18.78,15.82,0.84
1581.83,Ni,V,-1.28,229413.00,292631.00,12.18,6.24,0.51
1582.03,Co,IV,-0.09,159638.10,222848.10,29.84,55.33,1.85
1584.99,Fe,IV,-0.84,127929.12,191021.18,32.35,47.40,1.47
1585.11,Fe,IV,-0.32,160311.64,223398.62,44.83,53.09,1.18
1585.30,Fe,IV,-0.55,156012.29,219091.67,37.85,30.61,0.81
1587.41,Fe,IV,-1.13,171476.39,234472.00,18.34,16.60,0.91
1587.72,Co,IV,-0.24,132729.10,195712.40,26.11,35.37,1.35
1588.52,Cr,IV,-0.26,249932.50,186980.80,28.10,20.84,0.74
1588.70,Ni,V,-1.22,229408.80,292353.40,12.82,3.52,0.27
1588.90,Fe,V,-0.81,219486.90,282423.50,34.24,23.64,0.69
1590.24,Co,IV,-0.60,132828.70,195712.40,17.86,18.50,1.04
1591.32,Co,IV,-0.02,160351.40,223192.40,31.43,27.97,0.89
1592.33,Fe,IV,-0.84,165392.58,228193.67,25.82,24.52,0.95
1592.92,Co,IV,-0.21,132828.70,195606.50,28.69,35.76,1.25
1594.05,Fe,IV,-1.42,155744.87,218478.36,16.31,9.10,0.56
1594.53,Co,IV,-0.02,102773.90,165488.50,50.01,51.23,1.02
1595.25,Ni,V,-0.46,306962.90,369649.10,8.64,30.44,3.52
1595.80,Fe,IV,0.17,201212.22,263876.91,31.91,31.69,0.99
1597.07,Co,IV,-0.41,163752.90,226367.60,20.25,44.21,2.18
1597.68,Co,IV,0.49,162889.00,225479.80,42.18,32.21,0.76
1598.01,Fe,IV,0.48,183164.49,245742.29,51.16,50.24,0.98
1598.82,Fe,V,-0.58,195196.30,257742.30,47.08,31.22,0.66
1602.06,Fe,IV,0.20,159227.90,221647.49,55.80,61.46,1.10
1603.58,Mn,IV,0.36,137930.10,200290.40,61.48,54.88,0.89
1603.73,Fe,IV,0.15,156123.77,218478.36,56.48,54.28,0.96
1604.67,Fe,IV,0.08,165600.96,227919.05,48.08,44.80,0.93
1605.55,Ni,IV,0.15,179655.00,241939.00,31.16,28.46,0.91
1605.68,Fe,IV,-0.25,155744.87,218023.81,46.22,45.32,0.98
1605.97,Fe,IV,0.31,165392.58,227660.25,56.68,53.96,0.95
1606.34,Fe,IV,-0.65,156224.88,218478.36,39.92,40.34,1.01
1607.18,Co,IV,-0.31,163717.90,225938.70,20.59,16.10,0.78
1610.47,Fe,IV,0.21,159010.39,221104.17,54.49,58.92,1.08
1610.71,Ni,IV,-0.75,145962.50,208046.80,26.67,19.02,0.71
1610.85,Fe,IV,-0.76,127929.12,190008.28,34.85,50.77,1.46
1614.65,Fe,IV,0.04,159227.90,221161.02,55.37,55.81,1.01
1616.13,Fe,IV,-0.68,159227.90,221104.17,33.59,21.56,0.64
1616.39,Fe,IV,-1.60,165392.58,227258.80,10.00,16.70,1.67
1617.04,Fe,V,-0.94,196838.60,258680.00,35.98,38.67,1.07
1617.26,Fe,IV,-0.21,156012.29,217845.29,47.36,40.19,0.85
1618.23,Fe,IV,-1.01,156049.32,217845.29,28.35,24.58,0.87
1618.38,Fe,V,-1.67,216860.40,278650.70,13.30,14.83,1.12
1620.61,Mn,III,0.97,173306.45,111601.45,6.96,5.55,0.80
1621.57,Fe,IV,0.70,168526.37,230195.02,61.50,65.37,1.06
1623.11,Co,IV,-0.97,137280.90,198890.90,7.87,10.08,1.28
1623.39,Fe,IV,0.37,183159.61,244759.25,47.13,47.17,1.00
1624.91,Fe,IV,0.12,162087.81,223629.59,53.19,54.13,1.02
1625.79,Fe,IV,-0.83,190435.47,251944.03,13.01,16.01,1.23
1626.47,Fe,IV,0.55,154325.96,215808.91,67.64,72.81,1.08
1626.90,Fe,IV,0.05,128541.85,190008.28,52.68,64.12,1.22
1627.77,Ni,IV,-0.92,145702.20,207136.00,22.67,20.05,0.88
1630.68,Fe,IV,0.06,162074.42,223398.62,52.38,49.86,0.95
1632.08,Fe,IV,0.08,154731.29,216002.72,56.89,44.17,0.78
1634.00,Fe,IV,-0.96,154185.85,215385.23,32.11,45.75,1.42
1634.72,Fe,IV,-2.02,190811.79,251984.20,35.48,36.89,1.04
1635.40,Fe,IV,0.10,190811.79,251958.94,35.25,42.13,1.20
1636.17,Fe,IV,-1.76,159342.88,220461.33,8.42,17.73,2.11
1636.40,Co,IV,0.38,137280.90,198390.50,40.70,40.75,1.00
1637.26,Fe,IV,-1.67,154731.29,215808.91,12.13,30.89,2.55
1637.51,Ni,IV,-0.87,152343.70,213412.10,17.99,21.77,1.21
1637.89,Co,IV,-0.71,137336.40,198390.50,18.75,20.56,1.10
1638.30,Fe,IV,0.12,189975.01,251014.02,42.91,46.51,1.08
1638.50,Cr,V,0.33,168089.50,229120.80,77.97,102.09,1.31
1641.60,Fe,IV,-0.17,189975.01,250891.05,20.95,24.37,1.16
1643.06,Mn,V,-1.62,184635.60,245497.80,17.76,12.67,0.71
1644.05,Cr,V,-0.18,167176.40,228001.80,66.96,69.37,1.04
1644.63,Ni,IV,-0.93,146061.50,206865.50,22.02,25.48,1.16
1645.27,Fe,IV,-0.75,168526.37,229306.61,26.76,28.18,1.05
1645.85,Co,IV,0.14,137325.60,198084.50,35.88,38.37,1.07
1647.09,Fe,IV,0.18,128191.54,188904.55,67.13,71.74,1.07
1649.60,Fe,V,-1.90,214525.80,275146.60,9.93,4.50,0.45
1650.39,Co,IV,0.11,167856.50,228448.10,32.67,10.01,0.31
1653.41,Fe,IV,0.31,167712.50,228193.67,57.12,64.61,1.13
1653.64,Fe,IV,-1.00,159227.90,219700.53,27.64,21.05,0.76
1654.30,Fe,IV,-0.56,161571.59,222020.09,36.42,46.13,1.27
1654.74,Fe,V,-0.30,216860.40,277292.70,50.79,48.36,0.95
1655.64,Cr,V,-0.50,168089.50,228489.10,61.23,72.90,1.19
1656.65,Fe,IV,-0.04,128541.85,188904.55,51.89,63.09,1.22
1657.67,Fe,IV,-0.91,160778.60,221104.17,31.46,47.12,1.50
1658.08,Cr,IV,0.28,127208.30,187519.00,45.57,70.24,1.54
1659.00,Fe,IV,0.12,177005.97,237283.09,48.65,52.71,1.08
1660.10,Fe,IV,-0.05,128191.54,188428.78,52.08,68.51,1.32
1660.37,Fe,IV,-1.82,168566.43,228793.86,5.00,14.91,2.98
1661.34,Mn,IV,-0.47,111506.00,171698.30,26.82,40.62,1.51
1661.57,Fe,IV,0.47,190318.34,250502.29,47.61,47.17,0.99
1662.32,Fe,IV,-0.15,127929.12,188086.05,47.88,55.73,1.16
1662.52,Fe,IV,0.22,160311.64,220461.33,58.25,72.11,1.24
1664.94,Fe,IV,-0.83,156049.32,216111.69,31.82,36.77,1.16
1665.14,Ni,IV,-0.35,159498.50,219553.40,30.34,21.95,0.72
1665.80,Co,IV,-0.80,136519.10,196550.20,12.93,13.39,1.04
1667.76,Fe,IV,-0.18,190318.34,250279.06,33.62,27.38,0.81
1668.55,Ni,IV,-0.77,152343.70,212275.90,23.55,18.08,0.77
1668.93,Fe,V,-1.55,220621.00,280539.70,14.26,14.31,1.00
1672.21,Fe,IV,0.24,183164.49,242965.62,47.19,53.74,1.14
1672.66,Cr,IV,0.37,127195.70,186980.80,51.88,69.50,1.34
1672.86,Fe,IV,0.16,156224.88,216002.72,55.56,61.63,1.11
